nombre_cultivo,Año,Superficie sembrada en hectareas,Superficie cosechada en hectareas,produccion_tn,rendimiento_kgxha
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
Maiz,,,,,
